
******************** RISK RUN START (11/20/2010 6:33:55 PM - ) ********************

11/20/2010 6:33:55 PM - Script call: C:/Quantifi/9.4.1/bin/CreateCDSCurve.py 06-Nov-2009 Official -e
11/20/2010 6:34:07 PM - 	7250 [1] WARN  Quantifi.Curves.SurvivalFitCalibrator (null) - Forced survival curve AIFUL.JPY.SeniorUnsecured.Excluded to fit by copying previous quote to tenor 7 Years
11/20/2010 6:36:13 PM - 	Quote  CVSCAR.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:13 PM - 	Quote  CVSCAR.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 6:36:13 PM - 	Quote  GLHLN.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:13 PM - 	Quote  GMT-Financial.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:13 PM - 	Quote  EXPGRL-GusPlc.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:13 PM - 	Quote  HCP.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:13 PM - 	Quote  ICICIB-ICICI.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:13 PM - 	Quote  IKN-IOSCap.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:13 PM - 	Quote  FD-MAY.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  FAL.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  RTRSGP.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  SCOR.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  SCOTNB.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  SCHREI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  TECK.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  UBML2.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  GMAC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  CITNAT-H+CB.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  OLIVET.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  UNIROD.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  COF-Bank.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  COF-Bank.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  ASD.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  BAVB.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  BNN.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  NFCN.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  RKY.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  REI.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  EXHO.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:14 PM - 	Quote  TECFP.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:15 PM - 	Quote  UNICI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:15 PM - 	Quote  UDR.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:15 PM - 	Quote  UNM.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:15 PM - 	Quote  CMCSA-CableComm.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:15 PM - 	Quote  CMCSA-CableComm.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 6:36:15 PM - 	Quote  ELIAV.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:15 PM - 	Quote  SASY1.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:15 PM - 	Quote  PILKIN.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:15 PM - 	Quote  BPLI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:15 PM - 	Quote  BPLI.EUR.Subordinated.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:15 PM - 	Quote  COMPAU.EUR.Subordinated.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:15 PM - 	Quote  AERO.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:15 PM - 	Quote  DUK-CapLLC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:15 PM - 	Quote  ARM-MeritorAuto.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:15 PM - 	Quote  BLS-CapFund.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:15 PM - 	Quote  BLS-CapFund.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 6:36:15 PM - 	Quote  CNG.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:15 PM - 	Quote  CNG.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 6:36:15 PM - 	Quote  CE.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  CE.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  ATH.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  LORFP-ArcelFin.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  ASD-AmStdInc.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  MWDP.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  CIBASC-HldgInc.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  TXU-Engy.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  RAGAG-DEGUSA.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  HRB-Financial.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  BNCANT.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  SESGLX.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  GM-ResCap.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  CVRD-CVRDIncoLtd.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VNESH.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Modified.1y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Modified.2y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Modified.3y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Modified.4y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Modified.5y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Modified.6y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Modified.7y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Modified.8y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Modified.9y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Modified.10y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Excluded.1y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Excluded.2y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Excluded.3y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Excluded.4y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Excluded.5y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Excluded.6y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Excluded.7y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Excluded.8y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Excluded.9y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Excluded.10y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  AT.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Modified.2y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Modified.3y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Modified.4y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Modified.5y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Modified.6y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Modified.7y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Modified.8y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Modified.9y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Modified.10y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Excluded.2y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Excluded.3y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Excluded.4y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Excluded.5y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Excluded.6y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Excluded.7y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Excluded.8y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Excluded.9y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Excluded.10y.Mid  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  VZINC.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  TXU.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  KEL-YorkWatFin.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  LU.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  CCMLN.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  CORUS.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:16 PM - 	Quote  DCX.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  UNFSM.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  HGLN.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  EAUG.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  EMI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  AXASA.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BPB.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DIX.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  AYL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  VNUGRP.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  ARCEL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  PRTP.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  RENTKL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  TPG.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  WPPLN.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  AL.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  AL.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  AL.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  AL.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  AL.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  AL.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  AL.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  AL.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  AL.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  AL.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  AL.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  AL.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  AL.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BACF.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BACF.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BACF.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BACF.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BACF.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BACF.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BACF.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BACF.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BACF.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BACF.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BACF.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BACF.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BACF.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BASF.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BASF.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BASF.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BASF.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BASF.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BASF.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BASF.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BASF.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BASF.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BASF.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BASF.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BASF.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  VZINC.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  VZINC.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  VZINC.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  VZINC.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  VZINC.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  VZINC.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  VZINC.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  VZINC.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  VZINC.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  VZINC.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  VZINC.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  VZINC.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  VZINC.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BLC.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BLC.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BLC.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BLC.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BLC.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BLC.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BLC.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BLC.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BLC.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BLC.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BLC.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BLC.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  BLC.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  D-ConsNatGas.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  D-ConsNatGas.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  D-ConsNatGas.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  D-ConsNatGas.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  D-ConsNatGas.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  D-ConsNatGas.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  D-ConsNatGas.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  D-ConsNatGas.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  D-ConsNatGas.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  D-ConsNatGas.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  D-ConsNatGas.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  D-ConsNatGas.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  D-ConsNatGas.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DSM.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DSM.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DSM.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DSM.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DSM.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DSM.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DSM.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DSM.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DSM.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DSM.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DSM.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DSM.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DUKPCO.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DUKPCO.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DUKPCO.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DUKPCO.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DUKPCO.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DUKPCO.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DUKPCO.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DUKPCO.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DUKPCO.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:36:17 PM - 	Quote  DUKPCO.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
