
******************** RISK RUN START (11/21/2010 11:01:50 AM - ) ********************

11/21/2010 11:01:50 AM - Script call: C:/Quantifi/9.4.1/bin/CreateCDSCurve.py 21-Apr-2010 Official -e
11/21/2010 11:02:04 AM - 	8750 [1] WARN  Quantifi.Curves.SurvivalFitCalibrator (null) - Forced survival curve ABK.USD.SeniorUnsecured.Modified to fit by copying previous quote to tenor 3 Years
11/21/2010 11:04:51 AM - 	Quote  GPCLLC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:51 AM - 	Quote  GLCORE.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:51 AM - 	Quote  GR.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:51 AM - 	Quote  GR.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:51 AM - 	Quote  GT.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:51 AM - 	Quote  TELVIS.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:51 AM - 	Quote  HAL.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:51 AM - 	Quote  HAL.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:51 AM - 	Quote  POL.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:51 AM - 	Quote  HET.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:51 AM - 	Quote  HCA.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:51 AM - 	Quote  HCN.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:51 AM - 	Quote  HNZ.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:51 AM - 	Quote  F-Hertz.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:51 AM - 	Quote  HPQ.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:52 AM - 	Quote  HPQ.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:52 AM - 	Quote  LADBRK.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:52 AM - 	Quote  HLT.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:52 AM - 	Quote  HLT.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:52 AM - 	Quote  HON.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:52 AM - 	Quote  HON.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:52 AM - 	Quote  HOV.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:52 AM - 	Quote  IBERDU.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:52 AM - 	Quote  IBM.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:52 AM - 	Quote  IBM.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:52 AM - 	Quote  AKZO-ICILD.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:52 AM - 	Quote  MOS-GlobHold.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:52 AM - 	Quote  IR-NJ.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:52 AM - 	Quote  IR-NJ.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:52 AM - 	Quote  IP.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:52 AM - 	Quote  IP.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:52 AM - 	Quote  JCI.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  KBH.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  KMB.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  KNIGHT.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  MCLTHY.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  MCLTHY.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  KSS.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  AHOLD.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  PHG.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  KPN.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  KR.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  KR.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  LAFCP.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  LEN.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  LEN.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  LTD.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  LTD.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  LMT.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  LMT.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  MOET.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  MAS.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:53 AM - 	Quote  MYG.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  MCD.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  MCD.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  MCK.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  MCK.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  MDC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  MRK.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  MER.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  MESSA.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  MGG.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  MOT.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  MOT.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  NGP.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  IPRLN.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  NAV.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  NWL.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  NWL.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  NOKIA.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  JWN.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  JWN.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  NSC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  NSC.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:54 AM - 	Quote  NOC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:55 AM - 	Quote  NOC.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:55 AM - 	Quote  NCX.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:55 AM - 	Quote  OLN.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:55 AM - 	Quote  OI.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:55 AM - 	Quote  PCG-PacGas+Elec.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:55 AM - 	Quote  PTV.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:55 AM - 	Quote  ECACN.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:55 AM - 	Quote  PKD.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:55 AM - 	Quote  PSON.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:55 AM - 	Quote  FCX-FMC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:55 AM - 	Quote  MO.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:55 AM - 	Quote  MO.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:55 AM - 	Quote  COP.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:55 AM - 	Quote  COP.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:55 AM - 	Quote  PXD.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:55 AM - 	Quote  PPG.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:55 AM - 	Quote  PDE.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:55 AM - 	Quote  PG.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:55 AM - 	Quote  CMHLDG.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:55 AM - 	Quote  RTN.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  RTN.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  CNP.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  RENAUL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  REP.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  RHA.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  ROH.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  ROH.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  RPMINT.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  RWE.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  R.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  SWY.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  SWY.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  ATTINC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  ATTINC.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  SRE.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  SRE.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  SJRCN.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  SHW.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  SIEM.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  SOCGEN.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  SOCGEN.EUR.Subordinated.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  TLIASS-SoneraFn.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:56 AM - 	Quote  LUV.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  LUV.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  S.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  S.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  SWK.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  HOT.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  STORA.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  GDFS.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  SUNW.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  TGT.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  TGT.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  TELENZ.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  TELEFO.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  TPSA.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  TELNOR.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  TLIASS.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  TELECO.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  TIN.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  THC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  TOL.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  TOL.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  RIG.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  RIG.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:57 AM - 	Quote  YUM.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  TYCL.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  TSN.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  TSN.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  UK.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  UNP.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  UNP.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  UIS.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  UU.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  UHS.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  UPMKYM.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  IACI-IntAcq.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  IACI-IntAcq.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  MRO.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  VLOC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  VLOC.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  VATFAL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  CBSCOR.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  CBSCOR.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  VIVNDI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  VOD.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:58 AM - 	Quote  VW.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  WMT.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  WMT.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  WPI.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  WY.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  WY.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  WHR.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  WHR.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  WMB.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  XRX.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  C.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  WFC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  WFC.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  CIT.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  CIT.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  JPM.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  MWD.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  BACR-Bank.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  HENAGK.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  SCACAP.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  TSG.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  TSG.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  EMIG.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:04:59 AM - 	Quote  HEI-HANSN.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:05:00 AM - 	Quote  TKAGR.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:05:00 AM - 	Quote  CONTI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:05:00 AM - 	Quote  LINDE.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:05:00 AM - 	Quote  GPS.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:00 AM - 	Quote  GPS.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:05:00 AM - 	Quote  LMLLC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:00 AM - 	Quote  SKS.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:00 AM - 	Quote  JCP.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:00 AM - 	Quote  III.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:05:00 AM - 	Quote  ADO.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:05:00 AM - 	Quote  AEGON.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:05:00 AM - 	Quote  ALZSE.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:05:00 AM - 	Quote  ALL.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:00 AM - 	Quote  ALL.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:05:00 AM - 	Quote  ABK.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:00 AM - 	Quote  AMCOR.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:00 AM - 	Quote  TW.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:00 AM - 	Quote  TW.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:05:01 AM - 	Quote  AXP.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:01 AM - 	Quote  AXP.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:05:01 AM - 	Quote  AIG.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:01 AM - 	Quote  AIG.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:05:01 AM - 	Quote  ABC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:01 AM - 	Quote  ARW.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:01 AM - 	Quote  ARW.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:05:01 AM - 	Quote  ASSGEN.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:05:01 AM - 	Quote  ATCOA.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:05:01 AM - 	Quote  AZO.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:01 AM - 	Quote  AZO.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:05:01 AM - 	Quote  AVB.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:01 AM - 	Quote  AVT.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:01 AM - 	Quote  AXAF.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:05:01 AM - 	Quote  BAALD-AIR.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:05:02 AM - 	Quote  BBVSM.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:05:02 AM - 	Quote  SANTNDR.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:05:02 AM - 	Quote  ABHLTD.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:05:02 AM - 	Quote  BPBL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:05:02 AM - 	Quote  BC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:02 AM - 	Quote  CDBRYH.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:05:02 AM - 	Quote  COF.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:02 AM - 	Quote  CAH.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:02 AM - 	Quote  CAH.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:05:02 AM - 	Quote  AVBDGT.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:02 AM - 	Quote  AVBDGT.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:05:02 AM - 	Quote  CTX.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:02 AM - 	Quote  CTX.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:05:02 AM - 	Quote  CB.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:02 AM - 	Quote  CB.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:05:02 AM - 	Quote  CI.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:02 AM - 	Quote  CI.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 11:05:03 AM - 	Quote  CGJ.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:03 AM - 	Quote  COLTLTD.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:05:03 AM - 	Quote  CMC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 11:05:03 AM - 	Quote  CMZB.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:05:03 AM - 	Quote  STGOBN.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 11:05:03 AM - 	Quote  CVSCRM.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
