
******************** RISK RUN START (11/21/2010 1:36:33 PM - ) ********************

11/21/2010 1:36:33 PM - Script call: C:/Quantifi/9.4.1/bin/CreateCDSCurve.py 14-May-2010 Official -e
11/21/2010 1:36:47 PM - Script call: C:/Quantifi/9.4.1/bin/OptexImportIR.py C:/Quantifi/NightlyBatch/20100514/Next-Data\OptexCurves.20100514.CSV -e
11/21/2010 1:36:55 PM - 	Treating quote  GBPLIBOR.1 Days.Mid
11/21/2010 1:39:23 PM - 	Quote  AYL.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  AYL.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  AYL.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  AYL.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  AYL.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  AYL.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  AYL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  AYL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  SCHREI.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  SCHREI.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  SCHREI.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  SCHREI.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  SCHREI.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  SCHREI.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  SCHREI.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  SCHREI.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  SCHREI.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  SCHREI.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  SCHREI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  SCHREI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  OLIVET.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  OLIVET.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  OLIVET.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  OLIVET.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  OLIVET.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  OLIVET.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  OLIVET.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  OLIVET.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  OLIVET.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  OLIVET.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  OLIVET.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  OLIVET.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  PRTP.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  PRTP.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  PRTP.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  PRTP.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  PRTP.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  PRTP.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  PRTP.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  PRTP.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  PRTP.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  PRTP.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  PRTP.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  PRTP.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  COF-Bank.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  COF-Bank.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  COF-Bank.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  COF-Bank.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  COF-Bank.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  COF-Bank.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  COF-Bank.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  COF-Bank.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  COF-Bank.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  COF-Bank.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  COF-Bank.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  COF-Bank.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  COF-Bank.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BAVB.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BAVB.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BAVB.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BAVB.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BAVB.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BAVB.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BAVB.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BAVB.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BAVB.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BAVB.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BAVB.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BAVB.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BASPA.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BASPA.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BASPA.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BASPA.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BASPA.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BASPA.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BASPA.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BASPA.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BASPA.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BASPA.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BASPA.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  BASPA.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  EXHO.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  EXHO.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  EXHO.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  EXHO.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  EXHO.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  EXHO.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  EXHO.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  EXHO.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  EXHO.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  EXHO.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  EXHO.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  EXHO.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  TPG.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  TPG.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  TPG.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  TPG.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  TPG.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  TPG.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  TPG.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  TPG.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  TPG.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  TPG.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  TPG.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  TPG.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  UNICI.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  UNICI.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  UNICI.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  UNICI.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  UNICI.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  UNICI.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  UNICI.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  UNICI.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  UNICI.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  UNICI.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  UNICI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  UNICI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  WPPLN.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  WPPLN.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  WPPLN.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  WPPLN.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  WPPLN.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  WPPLN.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  WPPLN.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  WPPLN.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  WPPLN.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  WPPLN.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  WPPLN.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  WPPLN.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  CMCSA-CableComm.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  CMCSA-CableComm.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  CMCSA-CableComm.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  CMCSA-CableComm.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  CMCSA-CableComm.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  CMCSA-CableComm.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  CMCSA-CableComm.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 1:39:23 PM - 	Quote  CMCSA-CableComm.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CMCSA-CableComm.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CMCSA-CableComm.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CMCSA-CableComm.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CMCSA-CableComm.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CMCSA-CableComm.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  BADGR.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  BADGR.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  BADGR.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  BADGR.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  BADGR.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  BADGR.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  BADGR.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  BADGR.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  BADGR.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  BADGR.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  BADGR.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  BADGR.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  SASY1.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  SASY1.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  SASY1.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  SASY1.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  SASY1.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  SASY1.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  SASY1.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  SASY1.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  SASY1.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  SASY1.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  SASY1.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  SASY1.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  AERO.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  AERO.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  AERO.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  AERO.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  AERO.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  AERO.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  AERO.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  AERO.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  AERO.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  AERO.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  AERO.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  AERO.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CNG.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CNG.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CNG.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CNG.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CNG.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CNG.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CNG.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CNG.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CNG.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CNG.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CNG.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CNG.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CNG.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  LORFP-ArcelFin.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  LORFP-ArcelFin.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  LORFP-ArcelFin.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  LORFP-ArcelFin.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  LORFP-ArcelFin.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  LORFP-ArcelFin.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  LORFP-ArcelFin.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  LORFP-ArcelFin.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  LORFP-ArcelFin.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  LORFP-ArcelFin.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  LORFP-ArcelFin.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  LORFP-ArcelFin.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CIBASC-HldgInc.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CIBASC-HldgInc.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CIBASC-HldgInc.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CIBASC-HldgInc.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CIBASC-HldgInc.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CIBASC-HldgInc.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CIBASC-HldgInc.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CIBASC-HldgInc.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CIBASC-HldgInc.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CIBASC-HldgInc.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CIBASC-HldgInc.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  CIBASC-HldgInc.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 1:39:24 PM - 	Quote  HBOS-TreasSvcs.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
