MARKIT Ticker,Currency,Sen/Sub,Doc Clause,RED Code,IsDefaulted,Defaulted Recovery Rate,Phoenix Reference Entity ID,Name,Country,Moodys,S&P,Moodys Industries,S&P Industries,CreditIndex,Series,Version (hardcoded),Credit Index Mapping,Recovery,Quote Date,TRACS ID,Yr 1,Yr 2,Yr 3,Yr 4,Yr 5,Yr 6,Yr 7,Yr 8,Yr 9,Yr 10
CGJ,USD,Senior,NULL,QS8823,FALSE,,11609,COLES GROUP LIMITED,AU,WR,BBB+,Grocery,Food / Drug retailers,,,,s9.DJ CDX.NA.IG,0.396,9/11/2009,623050,37.2,41.7,47.2,55.6,62.3,65.04723765,67.1,69.08004892,70.50364217,71.4
CMC,USD,Senior,NULL,2C1895,FALSE,,11622,Commercial Metals Company,US,Baa2,BBB,Mining_ Steel_ Iron and Non-Precious Metals,Industrial Equipment,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,126492,76,95.9,108,121.1,132.6,137.3370168,141.7,144.4986005,146.9337767,149
CMZB,EUR,Senior,NULL,2C27EG,FALSE,,11624,COMMERZBANK Aktiengesellschaft,DE,Aa3,A,Banking,Financial Intermediaries,,,,s9.iTraxx Europe,0.4,9/11/2009,1903,26,39.7,42.8,57.7,65.8,68.34280835,70.1,72.38191571,74.1059944,75.3
CSGAG,EUR,Senior,NULL,HK9FHL,FALSE,,11650,Credit Suisse Group Ltd,CH,Aa2,A+,Banking,Financial Intermediaries,,,,s9.iTraxx Europe,0.4,9/11/2009,2049,41,46.8,50.6,61.7,71.7,74.33769972,76.1,78.68421499,80.67463004,82.1
DRI,USD,Senior,NULL,25A8AD,FALSE,,11674,Darden Restaurants_ Inc.,US,Baa3,BBB,Personal_ Food and Miscellaneous Services,Food Service,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,435342,98.9,108.7,120.5,138.8,152.7,156.8071743,160.7,164.0948855,167.2616841,170.2
DVN,USD,Senior,NULL,2H68GV,FALSE,,11690,Devon Energy Corporation,US,Baa1,BBB+,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.39074,9/11/2009,132305,30,39.8,48.5,55.4,61.1,63.3712813,64.9,66.49590542,67.51844005,68
DVN,USD,Senior,Excluded,2H68GV,FALSE,,11690,Devon Energy Corporation,US,Baa1,BBB+,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.39074,9/11/2009,132305,30,39.8,48.5,55.4,61.1,63.3712813,64.9,66.49590542,67.51844005,68
NULL,USD,Senior,NULL,27CCB7,FALSE,,11698,DOMTAR INC.,CA,B1     *+,BB,Printing and Publishing,Forest Products,,,,s9.DJ CDX.NA.IG,0.392391304,9/11/2009,2284,161.2586988,227.57,248.625,265.3733919,282.2312121,284.7712337,287.1835116,286.4977636,285.6487696,284.64
ENEL,EUR,Senior,NULL,2BB8B1,FALSE,,11728,ENEL S.P.A.,IT,A2,A-,Utilities,Utilities,,,,s9.iTraxx Europe,0.425,9/11/2009,395355,64.1,77.2,87.7,93.6,99.5,102.7455023,105.2,107.2702353,108.6588755,109.4
FNMA,USD,Senior,NULL,3E48EV,TRUE,0.9151,11754,Federal National Mortgage Association,US,Aaa,N.A.,Finance,Sovereign,,,,s9.DJ CDX.NA.IG,0.91508,9/11/2009,2577,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
FNMA,USD,Senior,Excluded,3E48EV,TRUE,0.915,11754,Federal National Mortgage Association,US,Aaa,N.A.,Finance,Sovereign,,,,s9.DJ CDX.NA.IG,0.91508,9/11/2009,2577,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
FCH,USD,Senior,NULL,3E573F,FALSE,,11757,FelCor Lodging Trust Inc,US,N.A.,BB-    *-,Buildings and Real Estate,Building & Development,,,,s9.DJ CDX.NA.IG,0.39644,9/11/2009,2588,357.4924423,481.2989296,522.5418397,577.5467717,633,621.374432,609.3815015,603.8098065,597.9625757,591.848078
FHLMC,USD,Senior,NULL,343A80,TRUE,0.94,11791,Federal Home Loan Mortgage Corporation,US,Aaa,N.A.,Finance,Sovereign,,,,s9.DJ CDX.NA.IG,0.94,9/11/2009,2575,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
FHLMC,USD,Senior,Excluded,343A80,TRUE,0.94,11791,Federal Home Loan Mortgage Corporation,US,Aaa,N.A.,Finance,Sovereign,,,,s9.DJ CDX.NA.IG,0.94,9/11/2009,2575,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
FUJITS,JPY,Senior,NULL,38EEE9,FALSE,,11801,Fujitsu Limited,JP,N.A.,A-,Electronics,Electronics / Electrical,,,,s9.DJ CDX.NA.IG,0.336,9/11/2009,289179,30.2,37.6,43.6,54.8,60.1,63.57505527,66.5,70.13182238,73.39604257,76.3
JAPTOB-GGL,EUR,Senior,NULL,GJA78P,FALSE,,11807,GALLAHER GROUP LIMITED,GB,Aa3,A+,Beverage_ Food and Tobacco,Beverage & Tobacco,,,,s9.iTraxx Europe,0.4,9/11/2009,28551,20,23.2,26.2,28.8,30.7,32.58268751,34.2,35.09114724,35.68567323,36
NULL,USD,Senior,NULL,3J758C,FALSE,,11810,GATX Corporation,US,Baa1,BBB+,Finance,Rail Industries,,,,s9.DJ CDX.NA.IG,0.41,9/11/2009,2813,116.0963876,120.1,135.2,146.0236405,157,159.4500437,161.6,163.6454615,165.4103285,166.9
EXPGRL-EXPFIN,EUR,Senior,NULL,GJ57CT,FALSE,,11839,Experian Finance PLC,GB,Baa1,BBB+,Retail Stores,Retailers (except food & drugs),,,,s9.iTraxx Europe,0.4,9/11/2009,1136551,20.1,28.6,34.5,39.2,44.6,47.99483787,51.1,53.54998937,55.67997176,57.5
HIG,USD,Senior,NULL,457B66,FALSE,,11852,The Hartford Financial Services Group_ Inc.,US,A2,N.A.,Insurance,Insurance,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,395386,199.6,217.1,231.7,244.5,258,261.796317,265.3,267.9232061,270.2590327,272.3,
HIG,USD,Senior,Excluded,457B66,FALSE,,11852,The Hartford Financial Services Group_ Inc.,US,A2,N.A.,Insurance,Insurance,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,395386,199.6,217.1,231.7,244.5,258,261.796317,265.3,267.9232061,270.2590327,272.3,
NULL,USD,Senior,NULL,4F985B,FALSE,,11853,Hasbro_ Inc.,US,Baa2,BBB,Leisure_ Amusement and Entertainment,Leisure goods / Activities / Movies,,,,s9.DJ CDX.NA.IG,0.395238095,9/11/2009,54362,61.1515463,70.2,75.1,81.57322205,87.5,94.5280629,101.1140073,107.2578333,112.9595408,118.2191299,
HCPI,USD,Senior,NULL,4E455P,FALSE,,11856,HCP_ Inc,US,Baa3,BBB,Buildings and Real Estate,Building & Development,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,444834,117.1,136.5124712,156.7,167.5079549,178.4,175.5961086,172.2,175.737709,179.0272606,182.0686547,
HMA,USD,Senior,NULL,UY6445,FALSE,,11857,Health Management Associates_ Inc.,US,WR,B+,Healthcare_ Education and Childcare,Health Care,,,,s9.DJ CDX.NA.IG,0.39,9/11/2009,428044,243.5105857,249.8,299.6,372,400.7,397.7313576,394.7,398.0307862,401.1305778,404,
IKN,USD,Senior,NULL,4J6884,FALSE,,11907,IKON Office Solutions_ Inc.,US,Ba3,BB-,Home and Office Furnishing_ Housewares_ and Durable Consumer Products,Business Equipment & Services,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,311,33.08404905,38.8,44.22664915,49.36399651,54.21204207,58.77078583,63.04022779,67.02036796,70.71120632,74.1127429,
JNY,USD,Senior,NULL,4C807B,FALSE,,11955,Jones Apparel Group_ Inc.,US,Ba1,BB,Home and Office Furnishing_ Housewares_ and Durable Consumer Products,Clothing / Textiles,,,,s9.DJ CDX.NA.IG,0.375,9/11/2009,60958,94.4,113.2,138.4,154,172.8,176.9817582,180.9,188.8096354,196.6155565,204.3,
JNY,USD,Senior,Excluded,4C807B,FALSE,,11955,Jones Apparel Group_ Inc.,US,Ba1,BB,Home and Office Furnishing_ Housewares_ and Durable Consumer Products,Clothing / Textiles,,,,s9.DJ CDX.NA.IG,0.375,9/11/2009,60958,94.4,113.2,138.4,154,172.8,176.9817582,180.9,188.8096354,196.6155565,204.3,
KINGFI,EUR,Senior,NULL,4-Dec-96,FALSE,,11992,KINGFISHER PLC,GB,Baa3,BBB-,Retail Stores,Building & Development,,,,s9.iTraxx Europe,0.4,9/11/2009,171574,59.8,76.4,92,109.1,121.2,125.3218986,128.5,132.9799056,136.8059421,140,
LTR,USD,Senior,NULL,5J4466,FALSE,,12036,Loews Corporation,US,A3,A,Insurance,Conglomerates,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,412388,34.4,39.2,44.9,50.1,55.4,57.6712539,59.3,61.41155553,63.07117557,64.3,
LTR,USD,Senior,Excluded,5J4466,FALSE,,12036,Loews Corporation,US,A3,A,Insurance,Conglomerates,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,412388,34.4,39.2,44.9,50.1,55.4,57.6712539,59.3,61.41155553,63.07117557,64.3,
LPX,USD,Senior,NULL,59A97B,FALSE,,12037,Louisiana-Pacific Corporation,US,Ba2,BB+    *-,Printing and Publishing,Forest Products,,,,s9.DJ CDX.NA.IG,0.455,9/11/2009,136618,159.6801152,161.2,193.7,220.2,247.8,252.7377562,257.6,260.1109142,262.5113339,264.8,
NULL,USD,Senior,NULL,5B87BD,FALSE,,12049,Mandalay Resort Group,US,Ba2    *-,WR,Hotels Motels Inns and Gaming,Lodging & Casinos,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,,,1027.579115,1034.911661,1041.9,1035.978399,1029.561594,1022.661961,1015.291873,1007.463705,999.1898341,990.4826334
NULL,USD,Senior,NULL,5C8A93,FALSE,,12056,Marriott International_ Inc.,US,Baa2,BBB,Hotels Motels Inns and Gaming,Lodging & Casinos,,,,s9.DJ CDX.NA.IG,0.395652174,9/11/2009,3956,86.52468226,94.7,103.4,113.8347601,123.8,130.2659289,136.3246857,141.9762705,147.2206831,152.0579237,
NULL,USD,Senior,Excluded,5C8A93,FALSE,,12056,Marriott International_ Inc.,US,Baa2,BBB,Hotels Motels Inns and Gaming,Lodging & Casinos,,,,s9.DJ CDX.NA.IG,0.395652174,9/11/2009,3956,86.52468226,94.7,103.4,113.8347601,123.8,130.2659289,136.3246857,141.9762705,147.2206831,152.0579237,
MMC,USD,Senior,NULL,5C88BC,FALSE,,12057,MARSH & McLENNAN COMPANIES_ INC.,US,Baa2,N.A.,Insurance,Insurance,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,137067,31,39.1,45.3,50.3,56.2,59.54991549,62.4,63.00583573,62.95811127,62.3,
MMC,USD,Senior,Excluded,5C88BC,FALSE,,12057,MARSH & McLENNAN COMPANIES_ INC.,US,Baa2,N.A.,Insurance,Insurance,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,137067,31,39.1,45.3,50.3,56.2,59.54991549,62.4,63.00583573,62.95811127,62.3,
MAT,USD,Senior,NULL,5CE789,FALSE,,12068,MATTEL_ INC.,US,Baa2,BBB-,Leisure_ Amusement and Entertainment,Leisure goods / Activities / Movies,,,,s9.DJ CDX.NA.IG,0.39286,9/11/2009,432962,41.8,51.5,70.9,79.9,86.9,89.36691624,91.1,94.07602863,96.57018116,98.6,
M-RHI,USD,Senior,NULL,5AB773,FALSE,,12070,Macy's Retail Holdings_ Inc.,US,Baa2,BBB,Retail Stores,Retailers (except food & drugs),,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,56122,221.5,243.9,256.6,268.6,290.6,292.007226,293.2,298.1146611,302.7141431,307,
NULL,USD,Senior,NULL,5EA6BX,FALSE,,12088,MetLife_ Inc.,US,A2,N.A.,Insurance,Insurance,,,,s9.DJ CDX.NA.IG,0.395238095,9/11/2009,411921,195.4,213.8,232.7,248.0826102,262.8,266.1888377,269.3,271.8523361,274.1215063,276.1,
NULL,USD,Senior,Excluded,5EA6BX,FALSE,,12088,MetLife_ Inc.,US,A2,N.A.,Insurance,Insurance,,,,s9.DJ CDX.NA.IG,0.395238095,9/11/2009,411921,195.4,213.8,232.7,248.0826102,262.8,266.1888377,269.3,271.8523361,274.1215063,276.1,
CNTNPL,USD,Senior,NULL,16BA4U,FALSE,,12165,Centro NP LLC,US,B3     *,CCC+   *,Buildings and Real Estate,Building & Development,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,,,2181.930293,2197.5,1878.4,1800.748797,1721.4,1636.929111,1550.9,1503.819279,1455.73503,1406.7
NYT,USD,Senior,NULL,6B5122,FALSE,,12166,THE NEW YORK TIMES COMPANY,US,Baa3,BBB-   *-,Broadcasting and Entertainment,Publishing,,,,s9.DJ CDX.NA.IG,0.39,9/11/2009,428441,216.1070137,222.8,266.4,287.1,310.8,312.1523749,313.3,315.6505995,317.7518286,319.6,
ODP,USD,Senior,NULL,6DD842,FALSE,,12223,Office Depot_ Inc.,US,Ba2,BB+    *-,Home and Office Furnishing_ Housewares_ and Durable Consumer Products,Retailers (except food & drugs),,,,s9.DJ CDX.NA.IG,0.345,9/11/2009,131559,502.1024353,505.6853121,509.1,537.6,558.8,556.3707118,553.7,554.3307087,554.7633662,555,
OKE,USD,Senior,NULL,6EA8E8,FALSE,,12237,ONEOK_ Inc.,US,Baa2,BBB,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,118115,24.53626557,28.77541085,32.8,41.4,47.3,48.80576867,49.7,51.38213486,52.67585093,53.6,
ORIX,JPY,Senior,NULL,6EE963,FALSE,,12240,ORIX CORPORATION,JP,A3,A-,Finance,Equipment Leasing,,,,s9.DJ CDX.NA.IG,0.34571,9/11/2009,4702,210.1,255.1,302.9,329.3,353.3,360.312186,367,361.7298701,356.4030108,351,
PACKAM,USD,Senior,NULL,6FE66B,FALSE,,12251,Packaging Corporation Of America,US,Baa3,BBB,Containers_ Packaging and Glass,Forest Products,,,,s9.DJ CDX.NA.IG,0.39375,9/11/2009,135577,49.4,60.8,68.7,78.5,88.6,91.59597626,93.9,96.83562528,99.26248677,101.2,
PKI,USD,Senior,NULL,7I544A,FALSE,,12273,PerkinElmer_ Inc.,US,WR,BBB,Electronics,Electronics / Electrical,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,373607,70,81.1,83.8,100.1,103.4,102.0788784,99.8,104.8569791,109.4224065,113.5,
RSH,USD,Senior,NULL,7C547B,FALSE,,12333,RadioShack Corporation,US,Ba1,BB,Retail Stores,Retailers (except food & drugs),,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,386505,80.5,87.5,97,109.1,118.1,122.3936205,125.8,130.4742108,134.5347065,138,
RSH,USD,Senior,Excluded,7C547B,FALSE,,12333,RadioShack Corporation,US,Ba1,BB,Retail Stores,Retailers (except food & drugs),,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,386505,80.5,87.5,97,109.1,118.1,122.3936205,125.8,130.4742108,134.5347065,138,
TMSNRP-TRGL,EUR,Senior,NULL,GOGAAO,FALSE,,12355,THOMSON REUTERS GROUP LIMITED,GB,Baa1,A-,Printing and Publishing,Business Equipment & Services,,,,s9.iTraxx Europe,0.41667,9/11/2009,381821,15.3,21.4,25.6,28.7,31.1,33.3588703,35.4,37.32825422,39.06026331,40.6,
RYL,USD,Senior,NULL,7FBADA,FALSE,,12379,The Ryland Group_ Inc.,US,Ba2,BB+,Buildings and Real Estate,Building & Development,,,,s9.DJ CDX.NA.IG,0.40722,9/11/2009,54152,123.7,140.6,162,174.6,184.2,187.9073175,191.3,196.1749767,200.8096443,205.2,
AYLL,EUR,Senior,NULL,GNEDEU,FALSE,,12381,SAFEWAY LIMITED,GB,Baa1,WR,Grocery,Food / Drug retailers,,,,s9.iTraxx Europe,0.4,9/11/2009,179797,39,44.5,47.9,52.8,59.5,62.7370771,65.4,67.81487401,69.74080755,71.2
SWLHLD,EUR,Senior,NULL,HPC44N,FALSE,,12405,Swiss Life Holding Ltd,CH,N.A.,BBB,Insurance,Insurance,,,,s9.iTraxx Europe,0.32,9/11/2009,679045,255.3749246,261.489613,267.3,277.3,284.4,286.4665038,288.3,291.3783782,294.1792781,296.7
SEE,USD,Senior,NULL,8J332L,FALSE,,12412,Sealed Air Corporation,US,Baa3,BBB-,Containers_ Packaging and Glass,Containers & Glass Products,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,152864,74.11728811,83.69384197,92.8,102.9,112.3965072,121.4981494,130.2,136.6964502,142.6959724,148.2
SPG,USD,Senior,NULL,8AAG86,FALSE,,12450,Simon Property Group_ Inc.,US,N.A.,N.A.,Buildings and Real Estate,Building & Development,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,411709,131.7382311,136.2812563,140.6,152.4,163.8,166.5199503,168.9341795,171.0484336,172.8684584,174.4
SFD,USD,Senior,NULL,8B546C,FALSE,,12459,Smithfield Foods_ Inc.,US,Ba3    *-,BB-    *-,Beverage_ Food and Tobacco,Food Products,,,,s9.DJ CDX.NA.IG,0.3925,9/11/2009,238479,601.9,638.1,711.5,759.1,807.5,788.8544984,769.7,760.3649147,750.6606953,740.6
NULL,JPY,Senior,NULL,8B8BFI,FALSE,,12474,Sony Corporation,JP,A2,A-,Electronics,Electronics / Electrical,,,,s9.DJ CDX.NA.IG,0.336111111,9/11/2009,5803,30.6,40.7,48.4,54.60140872,60.6,64.0791466,67,69.91347605,72.37445914,74.4
SWREL,EUR,Senior,NULL,HOB65N,FALSE,,12537,Swiss Reinsurance Company Ltd,CH,Aa2,AA-,Insurance,Insurance,,,,s9.iTraxx Europe,0.4,9/11/2009,428055,49.7,63.9,73.7,89.9,101.7,104.4853538,106.4,108.8773829,110.70052,111.9
TATELN,EUR,Senior,NULL,8FDBC7,FALSE,,12551,TATE & LYLE PUBLIC LIMITED COMPANY,GB,Baa2,BBB,Beverage_ Food and Tobacco,Food / Drug retailers,,,,s9.iTraxx Europe,0.4,9/11/2009,6128,68,75.2,89,100.4,108.9,113.3744886,117.2,120.2287175,122.6245559,124.4
TECKRS,USD,Senior,NULL,8FFFB8,FALSE,,12555,Teck Resources Limited,CA,Baa1   *-,BBB,Mining_ Steel_ Iron and Non-Precious Metals,Farming / Agriculture,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,6144,144.2936528,149.2696548,154,174.4,195.4,198.6326211,201.5,204.1764277,206.5076948,208.5
TJX,USD,Senior,NULL,8F9794,FALSE,,12577,The TJX Companies_ Inc.,US,A3,A,Retail Stores,Retailers (except food & drugs),,,,s9.DJ CDX.NA.IG,0.3996,9/11/2009,6239,32.1,37.7,42.6,51.4,57.2,59.76566497,61.7,66.12691694,70.32921077,74.3
NULL,USD,Senior,NULL,8HB568,FALSE,,12604,"TOYS ""R"" US_ INC.",US,Caa1,B,Retail Stores,Retailers (except food & drugs),,,,s9.DJ CDX.NA.IG,0.392857143,9/11/2009,6295,514.5284542,518.2,611.193847,705.1567463,800,779.8112145,759.1,745.6970962,731.8915871,717.7
UBML1-UBM,EUR,Senior,NULL,GPB49N,FALSE,,12639,UNITED BUSINESS MEDIA,GB,Baa2,BBB-,Printing and Publishing,Publishing,,,,s9.iTraxx Europe,0.4,9/11/2009,813159,47.6,60.7,67.6,73.6,77.7,80.54092517,82.8,85.34661891,87.44077055,89.1
NULL,USD,Senior,NULL,9A389S,FALSE,,12657,UNITED STATES STEEL CORPORATION,US,Baa3,BB+,Mining_ Steel_ Iron and Non-Precious Metals,Steel,,,,s9.DJ CDX.NA.IG,0.3925,9/11/2009,434488,351.432158,356.1322129,360.5935383,364.8161339,368.8,373.4786322,377.8958997,382.0538511,385.9545351,389.6
WEN,USD,Senior,NULL,9E55E9,FALSE,,12698,Wendy's International_ Inc.,US,Ba3    *-,BB-    *-,Personal_ Food and Miscellaneous Services,Food Service,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,195230,136.8,139.7,146.1,157,164.6,167.0597548,169.2,171.7440761,174.0094267,176
NULL,USD,Senior,NULL,5A78LP,FALSE,,12902,MBIA Insurance Corporation,US,A2,N.A.,Insurance,Insurance,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,3976,3500,3300,3100,2900,2700,2500,2300,2100,1900,1700
NULL,USD,Senior,Excluded,5A78LP,FALSE,,12902,MBIA Insurance Corporation,US,A2,N.A.,Insurance,Insurance,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,3976,3500,3300,3100,2900,2700,2500,2300,2100,1900,1700
EOP-EOPOpLP,USD,Senior,NULL,28EFDC,FALSE,,12919,EOP Operating Limited Partnership,US,WR,BBB    *-,Buildings and Real Estate,Building & Development,,,,s9.DJ CDX.NA.IG,0.39,9/11/2009,80200,21.1,27.3,32.5,37.3,42,43.78869662,45.1,46.19267004,46.88509528,47.2,
EOP-EOPOpLP,USD,Senior,Excluded,28EFDC,FALSE,,12919,EOP Operating Limited Partnership,US,WR,BBB    *-,Buildings and Real Estate,Building & Development,,,,s9.DJ CDX.NA.IG,0.39,9/11/2009,80200,21.1,27.3,32.5,37.3,42,43.78869662,45.1,46.19267004,46.88509528,47.2,
NULL,USD,Senior,NULL,49EGB9,FALSE,,12945,International Lease Finance Corporation,US,A1,A+,Finance,Equipment Leasing,,,,s9.DJ CDX.NA.IG,0.394,9/11/2009,3420,1311.144006,1320.5,1241.991983,1161.929768,1080.4,1042.409507,1003.6,979.7790922,955.3698491,930.4,
NULL,USD,Senior,Excluded,49EGB9,FALSE,,12945,International Lease Finance Corporation,US,A1,A+,Finance,Equipment Leasing,,,,s9.DJ CDX.NA.IG,0.394,9/11/2009,3420,1311.144006,1320.5,1241.991983,1161.929768,1080.4,1042.409507,1003.6,979.7790922,955.3698491,930.4,
SCANIA,EUR,Senior,NULL,8I6619,FALSE,,12968,SCANIA Aktiebolag,SE,N.A.,A-,Automobile,Automotive,,,,s9.iTraxx Europe,0.4,9/11/2009,90351,38.8,57.3,74.8,84.7,94.6,98.14893329,101,105.0299855,108.5926325,111.7,
VLVY,EUR,Senior,NULL,9BAGDB,FALSE,,12977,Aktiebolaget Volvo,SE,A3,N.A.,Automobile,Automotive,,,,s9.iTraxx Europe,0.38889,9/11/2009,434498,95.7,134.2,161.9,188.2,209.3,214.604213,219.6,223.3119366,226.6774742,229.7,
UNROSE,EUR,Senior,NULL,FF3BEL,FALSE,,12982,UNIBAIL-RODAMCO SE,FR,A3,A,Buildings and Real Estate,N.A.,,,,s9.iTraxx Europe,0.4,9/11/2009,791391,59.71700427,66.8,77.5,87.8,98.9,101.6225555,103.5,106.078304,108.0356204,109.4,
COF-BNKNA,USD,Senior,NULL,1F445B,FALSE,,13041,Capital One Bank (USA)_ National Association,US,A2,A-,Banking,Financial Intermediaries,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,1512,57.7,62.3,65.3,70.3,76.1,77.65662107,78.5,79.72806711,80.41852247,80.6,
COF-BNKNA,USD,Senior,Excluded,1F445B,FALSE,,13041,Capital One Bank (USA)_ National Association,US,A2,A-,Banking,Financial Intermediaries,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,1512,57.7,62.3,65.3,70.3,76.1,77.65662107,78.5,79.72806711,80.41852247,80.6,
RUSSIA,EUR,Senior,NULL,7FB37H,FALSE,,13055,Russian Federation,RU,N.A.,BBB+,Sovereign and Supranational,Sovereign,,,,s9.iTraxx Europe,0.25,9/11/2009,8010,86.6,130.6,159.6,173.3,185,188.5616375,191.8,194.1020889,196.0664421,197.7,
HYNMTR,USD,Senior,NULL,48DA9F,FALSE,,13071,Hyundai Motor Company,KR,WR,BBB-,Automobile,N.A.,,,,s9.DJ CDX.NA.IG,0.36071,9/11/2009,1036915,92.3,100.6,116.2,126.5,135.7,137.7316213,139.5,141.9171984,144.1165648,146.1,
CITPAC,USD,Senior,NULL,18A34O,FALSE,,13078,CITIC PACIFIC LIMITED,HK,WR,BB+,Diversified/Conglomerate Manufacturing,Financial Intermediaries,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,1787,213.96,252.5,273.36,304.8399351,335.33,342.4977965,349.33,354.8018286,359.9737416,364.85,
A,USD,Senior,NULL,008CA0,FALSE,,13082,Agilent Technologies_ Inc.,US,Ba1,BBB-,Electronics,Industrial Equipment,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,234875,60.68549258,69.71496372,78.293872,86.42221743,94.1,99.74668059,104.8541319,109.4282429,113.4749026,117,
TRANE,USD,Senior,NULL,8HBAHC,FALSE,,13158,Trane Inc.,US,N.A.,N.A.,Buildings and Real Estate,Industrial Equipment,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,269645,26.7,30.9,34.6,38,42.4,44.79794799,46.8,50.37198706,53.79718006,57.06758635,
LAVORO,EUR,Subordinated,NULL,TU364P,FALSE,,13223,BANCA NAZIONALE DEL LAVORO S.P.A.,IT,Aa1,AA-,Banking,Financial Intermediaries,,,,s9.iTraxx Europe,0.4,9/11/2009,583,37.8,52.3,64.5,75.4,85.1,88.21823768,90.7,93.2135781,95.20624106,96.7,
CIMPPL,EUR,Senior,NULL,1I89DZ,FALSE,,13309,CIMPOR - CIMENTOS DE PORTUGAL_ SGPS_ S.A.,PT,N.A.,BBB,Buildings and Real Estate,N.A.,,,,s9.iTraxx Europe,0.4,9/11/2009,,,89.4,114.8,129.6,173.1,186.2,185.4599061,184.2,186.3573911,188.1884272,189.7
CLI-LP,USD,Senior,NULL,5A98CY,FALSE,,13318,Mack-Cali Realty_ L.P.,US,N.A.,BBB,Buildings and Real Estate,REITS,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,,,144.7096522,149.7,157.1,173.7,181.5,181.585213,181.2,180.6806117,179.7412883,178.4
HNT,USD,Senior,NULL,4G444I,FALSE,,13461,Health Net_ Inc.,US,Ba3,N.A.,Healthcare_ Education and Childcare,Insurance,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,,,320.7,361.4,382.6,395.4,413.9,412.8519065,411.7,411.4127079,410.9817297,410.4
HCR,USD,Senior,NULL,5BA45A,FALSE,,13535,Manor Care_ Inc.,US,WR,N.A.,Healthcare_ Education and Childcare,Health Care,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,395448,106.2,128.2,167.2362927,204.3,207.9,215.1113648,221.9,221.9195514,221.7938164,221.5,
IGT,USD,Senior,NULL,49EI92,FALSE,,13580,International Game Technology,US,Baa2,BBB,Hotels Motels Inns and Gaming,Business Equipment & Services,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,28558,68.2,80.8,86.3,98.6,109.3,113.3557651,116.6,122.2777709,127.509921,132.3,
NULL,USD,Senior,NULL,4A66F9,FALSE,,13592,The Interpublic Group of Companies_ Inc.,US,Ba3,B+,Broadcasting and Entertainment,Business Equipment & Services,,,,s9.DJ CDX.NA.IG,0.395,9/11/2009,249058,219.6840003,276.4456,325.2383135,360.9257347,395.5294667,395.6215872,395.5746333,395.5001799,395.2695129,394.8756275,
EEP,USD,Senior,NULL,2BB75R,FALSE,,13652,Enbridge Energy Partners_ L.P.,US,Baa2,BBB,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,3728,112.3,114.6,128.3,139.8,154.7,157.2938071,159.6,162.1560389,164.4550182,166.5,
LIZ,USD,Senior,NULL,58CC52,FALSE,,13655,Liz Claiborne_ Inc.,US,Baa3,BB+,Home and Office Furnishing_ Housewares_ and Durable Consumer Products,Clothing / Textiles,,,,s9.DJ CDX.NA.IG,0.36429,9/11/2009,395441,639.3,666.6,710.7,743.5,759.1,734.4270407,709.2,697.7944286,686.0229736,673.9,
